"x","cust_id","device_name","line","released","sex","pronouns","emoji_modifier","income","Population","age"
85,"0107b011-d7d6-4a40-9c19-d7c9952e59ce","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FE",65829,2731571,53.3312747960177
86,"010879b0-2fd4-4eef-ac73-581cea795909","Run BE","Run",2020-11-20,"Male","he/him",NA,65829,2731571,36.2109589041096
87,"011029ed-6866-4142-a75c-c040028a92f4","Advance 2","Advance",2021-07-08,"Male","he/him",NA,65829,2731571,41.372258402575
88,"0110bdd5-1093-420c-bcd4-01b34cffaa87","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",65829,2731571,77.8531327195149
89,"01123fe1-5479-450e-969d-d919d4652783","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",50227,1704694,50.1205479452055
90,"0115824c-3803-42d0-ba45-ae64d5ac79e7","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FC",97334,1239220,58.3397260273973
91,"011da98d-ca3b-44c8-8ac2-752ed455b220","Run BE","Run",2020-11-20,"Male","he/him",NA,65829,2731571,28.0602739726027
92,"011f05be-0995-45f7-bc09-bb6eafee6486","Active Alpha","Active",2020-12-30,"Female","she/her","U+1F3FB",68402,705244,23.7041095890411
93,"0123dea3-e130-4d7d-8c92-6fcd6d9e7135","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FD",85981,934243,37.7711655064002
94,"01246ca0-edd7-47b7-a5b0-77aa96988cc3","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FB",65829,2731571,25.2711655064002
95,"0127f7aa-15a8-4943-8776-931f9ae670d7","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FC",65829,2731571,47.6356164383562
96,"01280145-f01d-4994-bfae-ece5ec5b740d","Advance 2","Advance",2021-07-08,"Female","she/her",NA,85981,934243,46.8109589041096
97,"012fbf60-f1da-4426-adbe-7bb5795d9cc4","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FC",93588,183314,46.8986301369863
98,"01361173-9c26-4b7b-b936-48682d18322e","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FE",65829,2731571,47.6986301369863
99,"0139f568-60a3-469f-8db2-b2d9fda916c0","iDOL","iDOL",2018-08-24,"Female","she/her","U+1F3FF",50227,1704694,33.1561643835616
100,"013e7990-957c-481c-a8bc-c64e8aa22333","Run ON","Run",2021-12-04,"Female","she/her",NA,59881,531902,41.3831873643237
101,"0148838e-47e3-44b6-8bea-338d514faf99","Advance 2","Advance",2021-07-08,"Male","he/him",NA,65829,2731571,44.3424657534247
102,"0149738f-7395-42b2-8a00-4fbfd5127eaf","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FE",59881,531902,68.9835616438356
103,"014dc529-000f-4633-ae60-c03b980b8432","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FD",85981,934243,50.6191780821918
104,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",65829,2731571,34.1287671232877
105,"014ff45c-87c4-43d3-868b-f0820eb9eabd","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FB",97334,1239220,71.8602739726027
106,"0159323e-032d-41a3-958d-4123f592547d","Active","Active",2019-10-13,"Female","she/her",NA,65829,2731571,20.9671232876712
107,"015bd3c5-c252-4442-8cf3-554237c956d7","Run BE","Run",2020-11-20,"Female","she/her",NA,59881,531902,53.7930234298974
108,"01616069-b245-46b5-8056-11a5dd5c48c3","Run BE","Run",2020-11-20,"Male","he/him",NA,87225,932546,55.427397260274
109,"01629819-7feb-49e6-91d0-c2f55fd11b2d","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FB",97334,1239220,70.8958904109589
110,"0166b7a3-fdf2-4281-a1a3-0ac15a173166","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FF",50227,1704694,46.0986301369863
111,"016c6718-cb98-4dff-b071-3edc37244851","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FC",68402,705244,69.372258402575
112,"016e02fd-ce7d-40b8-b5e5-f27cd677d913","Active Alpha","Active",2020-12-30,"Female","she/her","U+1F3FB",65327,631486,81.3230780747062
113,"016e5116-3504-4249-81ee-164abd553ec9","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FF",50227,1704694,37.956957856127
114,"01898e1c-1a9d-465f-93ac-643a32e44027","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FB",50227,1704694,45.49247698181
115,"01899935-77f3-4e31-adb8-aa9fdd054fa0","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FB",68703,276245,50.9315068493151
116,"018ca877-2802-4152-ae37-a764118a5614","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FD",50227,1704694,42.227397260274
117,"0193ef43-eb34-49d2-ab00-135439434ce4","Active Alpha","Active",2020-12-30,"Female","she/her","U+1F3FD",85981,934243,30.3095890410959
118,"01955b20-16d7-415d-b73f-43190a523647","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FC",97334,1239220,27.5260273972603
119,"0199b85c-82bd-4b30-b192-53b54d5ca73f","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",65829,2731571,33.4323676921925
120,"019b3607-8c95-49f6-9f6b-7b592ff908c8","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FC",87225,932546,75.0931506849315
121,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FE",50227,1704694,25.7602365446515
122,"01a7b2bc-7c67-428c-a6bb-e9313bbd7b50","Advance","Advance",2020-08-20,"Female","she/her",NA,65829,2731571,40.3780821917808
123,"01abc124-dd7a-4d8c-a192-f5da75d06e4a","Advance","Advance",2020-08-20,"Female","they/them","U+1F3FC",87225,932546,89.6099633206078
124,"01b1cb11-6438-4eea-82c4-ab2057b4d9f4","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FD",59256,133113,51.7178082191781
125,"01b93a46-df2b-4a56-af39-e5eee50bbb09","Advance 2","Advance",2021-07-08,"Male","he/him",NA,113666,193832,75.3835616438356
126,"01bb0d0c-43fc-4f7a-88ec-70944702c3f2","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FF",65829,2731571,23.7424657534247
127,"01bf51b5-d454-455f-9a5b-a3d0f7a2fc37","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FE",65829,2731571,64.5260273972603
128,"01c01ca9-0330-4ec8-97b8-46b803abdb0b","Active Alpha","Active",2020-12-30,"Male","he/him",NA,69024,536917,55.2904109589041
129,"01cc4baf-f407-4813-ae06-3e15f2946d8c","Run 875","Run",2019-09-12,"Male","he/him",NA,87290,593638,39.3808219178082
130,"01cdf078-8ef6-4d08-8531-682401873c7b","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",68402,705244,52.6547945205479
131,"01cf0ec1-7a42-4920-87fd-d4889c25cc19","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FC",97334,1239220,48.4109589041096
132,"01d38747-48fb-4df5-bc2b-57c769a796fc","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FD",68402,705244,32.5808219178082
133,"01d46c2e-4a32-46e4-bd92-98bbf16c70ad","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FD",65829,2731571,60.8904109589041
134,"01d8a19f-06b5-4780-94a5-b433a4d315d1","Run ON","Run",2021-12-04,"Male","he/him",NA,65829,2731571,59.4493150684931
135,"01d910e8-320c-4166-9d97-efab514591d2","Active Alpha","Active",2020-12-30,"Female","she/her","U+1F3FE",65829,2731571,85.5143349053073
136,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FD",91360,56863,26.358904109589
137,"01e0ea25-fb44-4e5f-ad12-b9dd1f4adfe1","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",65829,2731571,40.4219178082192
138,"01e59f19-851b-4aac-810e-5ad1b039a897","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FD",69553,403131,41.5143349053073
139,"01e77d41-5ab4-48c5-bae1-3eec95cceab9","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FF",59881,531902,69.2875589490231
140,"01e7a0b6-3588-4d3e-a668-2ade81911ec2","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FD",68402,705244,51.4328767123288
141,"01e86f4d-a3e8-4cf7-813c-c28b736a1b90","Advance 2","Advance",2021-07-08,"Female","she/her",NA,65829,2731571,69.9132420091324
142,"01ebbf05-a5da-4638-bd24-23c4ce9aa596","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FC",97334,1239220,27.2246575342466
143,"01ece9d7-6599-4bad-9bd4-97142233b503","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",89028,328966,29.3039523916461
144,"01f4a927-9740-48ec-b466-0522eb0735cf","Advance","Advance",2020-08-20,"Male","he/him","U+1F3FC",74101,143414,64.5561643835617
145,"01f547e5-96ac-47a6-b776-771e1a38335b","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FD",50227,1704694,40.413698630137
146,"01f97282-5393-4244-830f-a7c5187caaf9","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",69553,403131,46.786301369863
147,"01fc122b-555e-4290-9e4a-339cdfddccac","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FB",65829,2731571,69.6837338124111
148,"01fd36d5-6ca0-451a-9a4d-5fba648638c4","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",83018,721599,56.4082191780822
149,"01fff3d1-ba04-4b7a-826a-98cac994554a","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FD",68402,705244,58.0986301369863
150,"020109cc-63c3-434a-a9db-5ac194218c36","Run BE","Run",2020-11-20,"Intersex","he/him","U+1F3FB",64169,29676,62.4821917808219
151,"020f6aef-ce4b-47e6-b8c1-0eb2458cc87b","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FB",97334,1239220,68.3671232876712
152,"020fb746-9fdd-470a-8b76-fbb755205557","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",65241,198309,44.2
153,"020fc5fa-9a35-4caa-b45d-eb3f4eff4934","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FD",65829,2731571,34.6
154,"0211971c-912a-4fd8-80b6-c83b0077c072","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FB",65829,2731571,24.413698630137
155,"02139316-ebba-4f26-8ac5-e5ce915d57ac","Advance 2","Advance",2021-07-08,"Female","she/her",NA,85981,934243,50.1123287671233
156,"0215b33a-9dc4-4585-9bf3-afcd11caffdc","Active Alpha","Active",2020-12-30,"Female","she/her",NA,65829,2731571,28.8602739726027
157,"02167268-aa8d-4ca1-beec-cac318d02f83","Run ON","Run",2021-12-04,"Female","she/her",NA,68402,705244,88.8493150684932
158,"021a63bf-a1cb-4cfd-b548-bc554547ce31","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FC",65327,631486,37.4159742495696
159,"021bb8fc-1045-429a-b9c2-66fd4f055a9c","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FE",65829,2731571,68.8520547945205
160,"02244954-2976-4e18-925b-b87225c09610","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FE",65829,2731571,29.956957856127
161,"02275d45-c351-4809-a56f-b25dc1198566","Run BE","Run",2020-11-20,"Male","he/him",NA,97334,1239220,57.648214686728
162,"0227c064-b4f2-4e1f-96d7-331a5504feb7","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FC",97334,1239220,38.3178082191781
163,"022effa5-28dc-4bf2-876c-83631ccde24c","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FE",65829,2731571,59.1643835616438
164,"02313641-6598-468a-9775-51530839ac01","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FE",50227,1704694,31.7013698630137
165,"0233a3dd-0d74-4262-855c-870b5ec118b5","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FC",97334,1239220,19.5698630136986
166,"0235f723-aee3-419f-a92f-fa1b1e4982c2","Active Alpha","Active",2020-12-30,"Female","she/her",NA,65327,631486,64.1753424657534
167,"0239b4c3-fed2-463f-82e7-b72780d9df12","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FC",65829,2731571,45.2793622277117
168,"023be076-1523-4757-b30b-65d1b4d46149","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FB",87225,932546,44.8027397260274
169,"023eef21-475f-4b66-9e69-2dad0f2dbea9","Active","Active",2019-10-13,"Female","she/her","U+1F3FF",97334,1239220,62.6657534246575
170,"02400f50-df45-4651-a151-666fd3cb3276","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FC",97334,1239220,75.6
171,"02418821-96af-4550-a770-fd0e181f80cf","Advance 2","Advance",2021-07-08,"Male","he/him",NA,65829,2731571,60.386301369863
172,"024b6828-a05a-4e77-af0a-fa3a325856d1","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FB",97334,1239220,85.6099633206078
173,"0255b420-1d48-44c3-8865-44b22ba469d9","Advance 2","Advance",2021-07-08,"Male","he/him",NA,97334,1239220,48.0109589041096
174,"0256cc70-d1ef-4a75-9c96-bb536823b9f6","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FB",68402,705244,72.0986301369863
175,"025822ff-aa80-4e98-84fa-399f9e675575","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",68402,705244,35.9506849315068
176,"025861b7-8a31-421c-9faa-ddb173eb3b97","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FE",59881,531902,65.2219178082192
177,"025c4df6-790c-4e66-88ee-68a31f480aec","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FD",65829,2731571,50.0109589041096
178,"025d633e-3992-4e62-9799-163e0d7db1b0","Active Alpha","Active",2020-12-30,"Female","she/her","U+1F3FB",65829,2731571,19.6794520547945
179,"0268272f-7878-43ed-8adb-a1c87b28e498","Advance 2","Advance",2021-07-08,"Female","she/her",NA,92922,33551,19.4904109589041
180,"026eb45a-7b6e-4bb2-a5b0-691ad99d0cf1","Active HR","Active",2019-10-13,"Female","she/her","U+1F3FE",65327,631486,77.9105097686953
181,"0278dfd3-9016-4bec-a46a-43c3d13ea731","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FB",85981,934243,29.1342465753425
182,"027b22b9-ad56-4da2-b976-e26919730c8d","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FE",69024,536917,27.7369863013699
183,"02800b83-71ff-4302-af4e-bcaa05ad3914","Advance","Advance",2020-08-20,"Male","he/him","U+1F3FD",65829,2731571,62.9506849315068
184,"0283c3aa-4e1d-4f3d-a910-d184f2fb496c","Active HR","Active",2019-10-13,"Female","she/her",NA,65829,2731571,37.4952092222472
185,"02879a22-3b28-4400-9017-229ad223ba87","Active Alpha","Active",2020-12-30,"Female","she/her",NA,65829,2731571,85.2328767123288
186,"028b66f9-e563-4938-9537-995a9f1c4607","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FE",50227,1704694,35.6328767123288
