"x","cust_id","emoji_modifier","duration","flags","income","Population","line"
74,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",352,14,65829,2731571,"Run"
75,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",344,11,65829,2731571,"Run"
76,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",308,13,65829,2731571,"Run"
77,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",316,17,65829,2731571,"Run"
78,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",300,15,65829,2731571,"Run"
79,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",312,10,65829,2731571,"Run"
80,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",344,10,65829,2731571,"Run"
81,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",353,13,65829,2731571,"Run"
82,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",325,16,65829,2731571,"Run"
83,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",311,18,65829,2731571,"Run"
84,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",312,7,65829,2731571,"Run"
85,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",298,11,65829,2731571,"Run"
86,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",244,6,65829,2731571,"Run"
87,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",305,10,65829,2731571,"Run"
88,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",287,11,65829,2731571,"Run"
89,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",310,12,65829,2731571,"Run"
90,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",303,15,65829,2731571,"Run"
91,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",302,12,65829,2731571,"Run"
92,"009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc","U+1F3FF",326,12,65829,2731571,"Run"
93,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",279,7,65829,2731571,"Advance"
94,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",307,6,65829,2731571,"Advance"
95,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",280,9,65829,2731571,"Advance"
96,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",283,10,65829,2731571,"Advance"
97,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",344,17,65829,2731571,"Advance"
98,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",315,10,65829,2731571,"Advance"
99,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",300,8,65829,2731571,"Advance"
100,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",278,12,65829,2731571,"Advance"
101,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",338,8,65829,2731571,"Advance"
102,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",312,12,65829,2731571,"Advance"
103,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",308,8,65829,2731571,"Advance"
104,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",285,6,65829,2731571,"Advance"
105,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",280,16,65829,2731571,"Advance"
106,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",305,7,65829,2731571,"Advance"
107,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",304,7,65829,2731571,"Advance"
108,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",321,10,65829,2731571,"Advance"
109,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",287,12,65829,2731571,"Advance"
110,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",298,11,65829,2731571,"Advance"
111,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",292,12,65829,2731571,"Advance"
112,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",254,7,65829,2731571,"Advance"
113,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",272,11,65829,2731571,"Advance"
114,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",293,10,65829,2731571,"Advance"
115,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",327,12,65829,2731571,"Advance"
116,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",283,8,65829,2731571,"Advance"
117,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",305,9,65829,2731571,"Advance"
118,"0110bdd5-1093-420c-bcd4-01b34cffaa87","U+1F3FF",336,9,65829,2731571,"Advance"
119,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",410,4,68402,705244,"Active"
120,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",430,1,68402,705244,"Active"
121,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",451,0,68402,705244,"Active"
122,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",445,0,68402,705244,"Active"
123,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",441,0,68402,705244,"Active"
124,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",440,6,68402,705244,"Active"
125,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",436,3,68402,705244,"Active"
126,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",438,3,68402,705244,"Active"
127,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",436,3,68402,705244,"Active"
128,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",451,3,68402,705244,"Active"
129,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",426,3,68402,705244,"Active"
130,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",435,1,68402,705244,"Active"
131,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",457,3,68402,705244,"Active"
132,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",412,0,68402,705244,"Active"
133,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",442,3,68402,705244,"Active"
134,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",442,0,68402,705244,"Active"
135,"011f05be-0995-45f7-bc09-bb6eafee6486","U+1F3FB",433,1,68402,705244,"Active"
136,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",435,4,65829,2731571,"Run"
137,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",418,11,65829,2731571,"Run"
138,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",419,6,65829,2731571,"Run"
139,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",405,4,65829,2731571,"Run"
140,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",440,0,65829,2731571,"Run"
141,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",376,4,65829,2731571,"Run"
142,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",345,1,65829,2731571,"Run"
143,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",401,5,65829,2731571,"Run"
144,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",391,5,65829,2731571,"Run"
145,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",379,3,65829,2731571,"Run"
146,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",393,3,65829,2731571,"Run"
147,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",401,4,65829,2731571,"Run"
148,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",395,4,65829,2731571,"Run"
149,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",377,4,65829,2731571,"Run"
150,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",397,1,65829,2731571,"Run"
151,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",440,1,65829,2731571,"Run"
152,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",415,0,65829,2731571,"Run"
153,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",400,3,65829,2731571,"Run"
154,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",378,4,65829,2731571,"Run"
155,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",444,4,65829,2731571,"Run"
156,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",402,1,65829,2731571,"Run"
157,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",408,3,65829,2731571,"Run"
158,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",423,10,65829,2731571,"Run"
159,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",407,8,65829,2731571,"Run"
160,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",392,5,65829,2731571,"Run"
161,"014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7","U+1F3FD",388,1,65829,2731571,"Run"
162,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",401,7,50227,1704694,"Advance"
163,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",404,8,50227,1704694,"Advance"
164,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",439,12,50227,1704694,"Advance"
165,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",472,13,50227,1704694,"Advance"
166,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",435,9,50227,1704694,"Advance"
167,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",416,10,50227,1704694,"Advance"
168,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",433,22,50227,1704694,"Advance"
169,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",383,6,50227,1704694,"Advance"
170,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",445,9,50227,1704694,"Advance"
171,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",382,15,50227,1704694,"Advance"
172,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",432,4,50227,1704694,"Advance"
173,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",369,6,50227,1704694,"Advance"
174,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",404,5,50227,1704694,"Advance"
175,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",421,7,50227,1704694,"Advance"
176,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",428,11,50227,1704694,"Advance"
177,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",425,8,50227,1704694,"Advance"
178,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",433,10,50227,1704694,"Advance"
179,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",394,5,50227,1704694,"Advance"
180,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",427,9,50227,1704694,"Advance"
181,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",423,8,50227,1704694,"Advance"
182,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",426,10,50227,1704694,"Advance"
183,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",382,9,50227,1704694,"Advance"
184,"01a4fbc7-6088-44bd-a782-a21b7e8e3385","U+1F3FE",437,12,50227,1704694,"Advance"
185,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",391,5,91360,56863,"Advance"
186,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",347,1,91360,56863,"Advance"
187,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",403,7,91360,56863,"Advance"
188,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",397,8,91360,56863,"Advance"
189,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",419,3,91360,56863,"Advance"
190,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",350,5,91360,56863,"Advance"
191,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",415,6,91360,56863,"Advance"
192,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",435,6,91360,56863,"Advance"
193,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",388,3,91360,56863,"Advance"
194,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",409,7,91360,56863,"Advance"
195,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",376,6,91360,56863,"Advance"
196,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",419,6,91360,56863,"Advance"
197,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",382,0,91360,56863,"Advance"
198,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",407,1,91360,56863,"Advance"
199,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",385,4,91360,56863,"Advance"
200,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",393,4,91360,56863,"Advance"
201,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",370,6,91360,56863,"Advance"
202,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",403,9,91360,56863,"Advance"
203,"01d91c55-5fa4-4dc7-b11f-e9826bb5da16","U+1F3FD",378,4,91360,56863,"Advance"
204,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",406,15,50227,1704694,"Advance"
205,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",395,14,50227,1704694,"Advance"
206,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",401,16,50227,1704694,"Advance"
207,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",391,12,50227,1704694,"Advance"
208,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",368,7,50227,1704694,"Advance"
209,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",434,22,50227,1704694,"Advance"
210,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",376,15,50227,1704694,"Advance"
211,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",398,12,50227,1704694,"Advance"
212,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",401,13,50227,1704694,"Advance"
213,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",415,14,50227,1704694,"Advance"
214,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",401,23,50227,1704694,"Advance"
215,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",372,12,50227,1704694,"Advance"
216,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",374,19,50227,1704694,"Advance"
217,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",378,10,50227,1704694,"Advance"
218,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",377,13,50227,1704694,"Advance"
219,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",365,6,50227,1704694,"Advance"
220,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",369,18,50227,1704694,"Advance"
221,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",396,15,50227,1704694,"Advance"
222,"028f2d15-acf9-482e-9df5-c76dcaeb9574","U+1F3FF",384,12,50227,1704694,"Advance"
223,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",404,4,97334,1239220,"Advance"
224,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",424,1,97334,1239220,"Advance"
225,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",442,1,97334,1239220,"Advance"
226,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",427,1,97334,1239220,"Advance"
227,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",364,5,97334,1239220,"Advance"
228,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",431,3,97334,1239220,"Advance"
229,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",400,4,97334,1239220,"Advance"
230,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",417,3,97334,1239220,"Advance"
231,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",420,0,97334,1239220,"Advance"
232,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",421,0,97334,1239220,"Advance"
233,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",386,6,97334,1239220,"Advance"
234,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",440,3,97334,1239220,"Advance"
235,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",405,4,97334,1239220,"Advance"
236,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",424,3,97334,1239220,"Advance"
237,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",410,3,97334,1239220,"Advance"
238,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",413,3,97334,1239220,"Advance"
239,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",423,6,97334,1239220,"Advance"
240,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",415,4,97334,1239220,"Advance"
241,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",429,3,97334,1239220,"Advance"
242,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",456,2,97334,1239220,"Advance"
243,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",413,4,97334,1239220,"Advance"
244,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",405,3,97334,1239220,"Advance"
245,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",417,4,97334,1239220,"Advance"
246,"02b6debe-3ec8-453b-bbc7-1c50a0ab4d98","U+1F3FC",426,1,97334,1239220,"Advance"
247,"030082c6-5db4-49c8-8d87-1e567e173ca5","U+1F3FD",437,6,65829,2731571,"Advance"
248,"030082c6-5db4-49c8-8d87-1e567e173ca5","U+1F3FD",441,6,65829,2731571,"Advance"
249,"030082c6-5db4-49c8-8d87-1e567e173ca5","U+1F3FD",438,3,65829,2731571,"Advance"
250,"030082c6-5db4-49c8-8d87-1e567e173ca5","U+1F3FD",432,3,65829,2731571,"Advance"
251,"030082c6-5db4-49c8-8d87-1e567e173ca5","U+1F3FD",415,4,65829,2731571,"Advance"
252,"030082c6-5db4-49c8-8d87-1e567e173ca5","U+1F3FD",397,4,65829,2731571,"Advance"
